구분,유저,챗봇,
배경/어린시절,너무 심하게 당해서 그 후 더 이상해진 것 같아.,,
배경/어린시절,어릴때는 철이 빨리 들었다는 얘길 들었어요.,,
배경/어린시절,그냥 불안해. 특별한 이유가 없어도.,,
배경/어린시절,어렸을 때부터 생각했어요.,,
배경/어린시절,중학교 때 좋아했던 친구에게 고백한 적이 있었거든요.,,
배경/어린시절,친구로 지내고 있었는데 숨길 수 없을 만큼 좋아하게 돼서...,,
배경/어린시절,주체할 수 없어서 고백한 순간 그 친구의 표정을 잊을 수가 없어요.,,
배경/어린시절,열여덟살이었어요. 분명 열여덟살이었는데…,,
배경/어린시절,가족끼리 다 아는 동네 아저씨였어요.,,
배경/어린시절,학생 때는 잘 나갔었는데.,,
배경/어린시절,그때는 이 년 전 이고 너무 어려서 서로 아무 말 안 했던 것 같아.,,
배경/어린시절,중 3때 였어. 불과 열여섯.,,
배경/어린시절,어릴 때 거기 미용사님이 그렇게 멋있어 보일 수가 없는 거예요.,,
배경/어린시절,어릴 때 집이 되게 잘 살았어요. 아마 학교에서 제일 잘 살았을 걸요.,,
배경/어린시절,옆집 아주머니가 저를 알아보고 구해주셔서 다행이었죠.,,
배경/어린시절,물론 그 때 선생님이 엄청 뭐라 하긴 했는데 그냥 그러려니 했어.,,
배경/어린시절,근데 초등학교 6학년때인가…,,
배경/어린시절/가난,어렸을 때 집안 형편이 진짜 안 좋았어요. ,그러셨군요. 어릴 때 마음 고생이 많으셨겠어요.,
배경/어린시절/가난,"그 좁은 방 두 칸 짜리에 삼남매에 엄마, 아빠, 할머니까지 여섯 식구가 살았어요.",그런 일이 있으면 주눅이 들잖아요. 잘 버텨오신 거 같아 다행이에요.,
배경/어린시절/가난,어렸을 때 집이 그렇게 잘 사는 편이 아니었어. ,그런 어린 시절을 보내셨군요.,
배경/어린시절/가난,다 쓰러져가는 판자집 같은 데서 다섯 식구가 살았어. ,,
배경/어린시절/가난,어렸을 때 집안 사정이 좀 안 좋았어.,,
배경/어린시절/가난,사는 곳도 거의 달동네였고 먹는 것도 변변치 않았거든.,,
배경/어린시절/가난,학교에서 연탄을 떼던 건 내가 유일할 정도로 가난했지.,,
배경/여자친구,여자친구는 만난 지 2년 정도 됐는데… 포항에 있거든요.,"아, 그렇군요. ",
배경/여자친구,여자친구랑은 원래 건너건너 알던 사이였어.,연애 중이시군요.,
배경/여자친구,여자친구랑 떨어지기가 싫었어.,여자친구에 대해 고민이라도 있으신가요?,
배경/여자친구,1년 만난 여자친구가 있어. 내가 진짜 사랑하는 여자야.,,
배경/여자친구,아는 형 결혼식에 갔다가 피로연에서 지금 여자친구를 처음 만났어.,,
배경/여자친구,지금 여자친구랑 만난 지 1년 좀 넘었어요.,,
배경/여자친구,"여자친구는 광주에 있고, 난 서울이라 주말에만 만나거든.",,
배경/여자친구,여자친구는 소개팅으로 만났거든요.,,
배경/여자친구,근데 왜 헤어졌냐면… 그 때 기념일에 분위기가 되게 좋았어요.,,
배경/여자친구,해보라고 했더니 걔가 사실 자기가 남자라는 거예요.,,
배경/여자친구,예전에 회사 들어가기 전에 잠깐 사귄 여자친구가 있었는데.,,
배경/여자친구,걔를 이 때 잠깐 만났어요. 그 때 좀 안 좋게 헤어졌거든요.,,
배경/여자친구,꼭 여자친구만 문제가 아니야.,,
배경/여자친구,사실 내가 지금 여친을 좋아해서 만난 게 아니거든.,,
배경/여자친구,아무튼 그런데 여친이 연수 때문에 지금 포항 가 있거든.,,
배경/여자친구,지금 여자친구를 만난 지는 한 일 년 정도 됐어요.,,
배경/여자친구,만나고 나서 진짜 딱 너무 잘 맞는다 싶어서 결혼하고 싶더라구요.,,
배경/여자친구,둘 다 아직 학생이지만 그래도 마음이 잘 맞으니까…,,
배경/여자친구,엄청 설득했는데 두 분 다 저희를 못 믿겠다고 하시더라구요.,,
배경/여자친구,지금 여친은 건너서 알게 됐는데 친구의 친구였거든.,,
배경/여자친구,내가 여친을 고딩 때 만나서 계속 사귀고 있거든.,,
배경/여자친구,그래서 이렇게 된 이상 같이 해결했으면 좋겠는데 걘 싫대.,,
배경/여자친구,아무튼 그런데 여친이 연수 때문에 지금 포항 가 있거든.,,
배경/여자친구/관계소원,원거리 연애라 그런가? 크게 심리적으로 가깝다는 느낌이 안 들어요.,연애 때문에 고민이 많으신가 봐요.,
배경/여자친구/관계소원,2년동안 사귄 여자친구가 있어요. 남들은 이정도 사귀면 깊은 관계라고 하던데…,여러 가지 형태의 연애가 있다고 생각해요.,
배경/여자친구/관계소원,제 생각에 우리는... 크게 가깝지는 않아요. 항상 거리를 유지하려고 해요. 그게 편하니까요.,,
배경/여자친구/관계소원,그렇게 간 지 좀 됐는데 서로 연락은 해. 근데 친하진 않아.,,
배경/여자친구/관계소원,그렇게 간 지 좀 됐는데 서로 연락은 해. 근데 친하진 않아.,,
배경/여자친구/동거,그래서 여자친구랑 인천에서 먼저 살림을 차려버렸어요.,그렇군요. 서로 오래 볼 수 있어 좋겠어요.,
배경/여자친구/동거,그리고 인천으로 올라와서 여자친구랑 동거를 시작했어.,함께 살면 좋은 점도 나쁜 점도 많을 것 같아요. 어떤가요?,
배경/여자친구/동거,결국 집 나와서 여자친구랑 동거 중이야.,행복한 연애 중이신 거 같아요.,
배경/여자친구/동거,여자친구랑은 건너 건너 아는 사이였어요.,,
배경/여자친구/동거,여자친구랑 동거 중이예요.,,
배경/여자친구/동거,거의 자취방에서 살다시피 하니까 차라리 동거를 하는 게 낫겠다 싶어서 같이 산지 한 달 됐어.,,
배경/여자친구/동거,그래서 일단 잘 살 수 있다는 거 보여드리려고 9개월 전부터 같이 살고 있어요.,,
배경/여자친구/동거,여자친구도 그 즈음에 할 일이 없어서 저랑 같이 내려가서 살았어요.,,
배경/여자친구/동거,그래서 종강하자마자 바로 인천으로 와서 방학 내내 여친이랑 지냈어.,,
배경/여자친구/동거,그래서 방학 때 여친 자취방에서 계속 같이 지냈어요.,,
배경/여자친구/이별,여친이랑 헤어진 지 벌써 3년이라니.. 시간 진짜 빠르네.,마음이 많이 아프시겠어요. 충분히 슬퍼할 시간이 필요할 것 같아요.,
배경/여자친구/이별,근데 한 달 지나니까 그 애가 나랑 만나는 게 아무리 생각해도 아닌 것 같대. 그래서 놔줬어. ,언젠가 이별이 오기 마련이지만 언제나 힘든 것 같아요. ,
배경/여자친구/이별,3년 전엔 진짜 힘들었어요. 여자친구랑도 헤어지고.,울고 싶으시면 울어도 돼요. 제가 손수건을 가져다 드릴게요.,
배경/여자친구/이별,"서로를 위해서 헤어지는 게 맞겠다, 그런 생각이 들었어요. ",,
배경/여자친구/이별,3년 간 사귄 여친이랑 헤어진 지 한 달 됐어요.,,
배경/여자친구/이별,"결혼 얘기 오가다가 뭔가 맞지 않았고, 더 진행되기 전에 헤어지기로 했네요.",,
배경/여자친구/이별,그래서 나도 피곤하다 이제 그만하자 하고 헤어지자고 했어요.,,
배경/연애,저한테 사귄 지 1년 된 사람이 있어요.,연애 이야기는 언제나 흥미로운 것 같아요.,
배경/연애,그래서 다음날 바로 사귀자고 말했어.,더 들려주세요. 매일매일이 설레겠어요.,
배경/연애,한 번 같이 술자리를 가진 다음에 급속도로 가까워졌어요.,그래서 어떻게 되었나요?,
배경/연애,그러다 보니 자연스럽게 마음이 생기더라.,,
배경/연애,되게 훈남이고 매너도 좋아.,,
배경/연애,"너무 오랫동안 못 봐서 보고 싶어서 죽겠다고, 작년엔 같이 수업도 들었는데 이번 학기는 너무 힘들다는 거야.",,
배경/연애,"이제 마음도 알았겠다, 더 이상 애태울 필요가 없겠더라고요.",,
배경/연애,그때 어? 뭐지? 싶었는데… 그래도 좋아한다고 말을 했거든요?,,
배경/연애,"어려운 발음이 있으면 그런 것도 다 고쳐주고, 맛있는 식당도 알려주고… 그러면서 사이가 가까워졌어요.",,
배경/연애,"그리고 걔가 저를 드라이브를 시켜준 날, 처음으로 키스를 했어요.",,
배경/연애,눈이 높은건 아닌데 나만의 기준은 있는것 같아.,,
배경/연애,얘기가 잘 통해서 술 한잔하게 됐고 얼결에 사귀게 된거죠.,,
배경/연애,따로 만나서 영화도 보고 밥도 먹고… 연락도 주고 받아요.,,
배경/연애,"거리가 꽤 되어서.. 난 서울, 여친은 포항.. 그래도 서로 극복할 수 있다고 믿었어.",,
배경/연애,둘 다 성격이 직설적이지 못해서 헤어지잔 말을 한 적이 없어.,,
배경/연애,지금 기회를 잡아야겠다는 생각에 적극적으로 대시해서 사귀게 됐어.,,
배경/연애,연애에 관심이 없는 건 아닌데 딱히 마음에 드는 사람이 없어요.,,
배경/연애,얼마 전에 친구가 소개팅을 시켜줬는데 제 스타일은 아니라…,,
배경/연애,그래서 마음 맞는 사람 찾기가 더 힘든 것 같아요.,,
배경/연애,마음에 드는 사람 있으면 만나긴 할 것 같아요.,,
배경/연애,"보면 볼 수록 똑똑하고, 젠틀하고… 수업을 들으러 가는데 너무 설레더라고요.",,
배경/연애,처음부터 서로 끌렸던 거 같아요.,,
배경/연애,학기가 끝나고 제가 먼저 고백을 했어요.,,
배경/연애,결국 그 다음 방학부터 사귀기 시작했어요.,,
배경/연애,걔한테 제가 송 선배 좋아한다고… 그런 식으로 말한 적도 많거든요.,,
배경/연애,학교 선배가 꼭 소개시켜주고 싶은 사람이 있다는 거야.,,
배경/연애,나보다 나이도 적당히 많고… 또래보다 성숙해 보여서 좋았어.,,
배경/연애,그래서 몇 번 만나다가… 스키도 가르쳐준다고 해서 같이 스키장에 놀러를 갔어.,,
배경/연애,딱 하룻밤만 같이 보냈거든?,,
배경/연애,일주일 내내 끙끙대다가 애인한테 털어놨어요.,,
배경/연애,그 모습이 듬직하고 믿음직해 보였어요.,,
배경/연애,뭔가 승부욕이 생긴 거지… 두고 봐라. 네가 나를 안 좋아하고 배기나!,,
배경/연애,처음부터 좋아했어. 처음 본 순간부터 운명처럼 끌렸던것 같아.,,
배경/연애,근데… 얘 없는 동안 인터넷에서 만난 남자가 있어.,,
배경/연애,오랜만에 고향 친구들 만나는 자리여서 인사하다가 그 때 잘 돼서 사귀게 됐지.,,
배경/연애,평소에 아는 언니가 사람을 한명 소개해 줬거든요. 나이도 있고 별 기대를 안 했는데.,,
배경/연애,신기하게 나이를 먹어도 연애감정이 생기는 거에요.,,
배경/연애,누굴 만나니깐 외롭지는 않더라고요.,,
배경/연애,다행히 그분이 성격이 좋아서 가까워지게 됐어요.,,
배경/연애,근데… 얘 없는 동안 인터넷에서 만난 남자가 있어.,,
배경/연애,사귈 때는 좋았어요. 오빠가 이것저것 잘 알려주고 다정하고 그래서…,,
배경/연애,저는 정말 맹세코 바람 안 피웠거든요…,,
배경/연애,그 오빠가 나랑 사귈 때 있었던 일을 올려서 사람들이 다 알아버린 거야.,,
배경/연애/이별,"과CC였는데, 좀 안 좋게 헤어졌어.",마음이 아프네요. 아름다운 사랑만큼 아름다운 이별은 왜 없는 걸까요?,
배경/연애/이별,주변에서는 잘 헤어졌다고 하는데 전 아니에요.,그런 일이 있으셨군요. 많이 허전하시겠어요. 괜찮으세요?,
배경/연애/이별,서로 안 맞는 부분이 많아서 헤어졌어요.,충분히 슬퍼하고 나면 더 좋은 사람이 나타날 거라고 생각해요.,
배경/연애/이별,"나는 말로만 헤어지자고 하는 줄 알았는데, 못 참겠다고 짐 싸서 나가버렸어.",,
배경/연애/이별,유학 준비해야 해서 못 만나겠다고 하는데 할 말이 없더라구요.,,
배경/연애/이별,애인이랑 헤어졌어.,,
배경/연애/이별,친구처럼 잘 지내다가 제가 너무 조건을 잰다는 이유로 헤어졌어요.,,
배경/연애/이별,작년에 학교 대숲이 나랑 그 오빠 헤어진 걸로 난리 났었거든.,,
배경/유학,열여섯 살까지는 캐나다에서 지냈어요. ,"아, 외국에서 공부를 하셨군요.",
배경/유학,졸업하고 4년 정도 호주에서 유학을 했어요. ,정말 좋은 경험이었겠어요. 유학 생활은 어떠셨나요?,
배경/유학,"전문대 졸업하고, 호주로 유학을 갔어요.",힘들지만 보람이 있었을 것 같아요. 이야기 좀 들려주세요.,
배경/유학,저는 미국 유학 중이고. 작곡 전공이거든요.,,
배경/유학,독일에서 공부한 지는 이제 한 3년 정도 됐어요.,,
배경/유학,처음에는 좋았어요. 좋아하는 나라에 유학 온 게 너무 좋아서.,,
배경/유학,좋은 기회가 생겨 미국에 교환학생으로 가기도 했어.,,
배경/유학,지금 미국에서 유학 중이에요.,,
배경/유학,그러고 난 다음에 미국으로 어학 연수를 갔어요.,,
배경/육아/힘듦,근데 둘째 낳고 육아를 시작하는데… 아…세상에...너무 힘든 거예요!!,육아로 스트레스를 받고 계시는군요. 제가 손이라도 있다면 도와드리고 싶어요.,
배경/육아/힘듦,애가 하나일 때랑 둘일 때랑은 차원이 다르더라구요.,체력적으로 정신적으로 힘드시겠어요. 마음이 아프네요.,
배경/육아/힘듦,근데 애가 있으니까 뭐 할 수 있는 게 없어. 키우는 것만으로도 벅차.,"아, 정말 듣기만 해도 가슴이 아파요.",
배경/육아/힘듦,아기가 태어나고 나서 힘든 일이 너무 많아요.,,
배경/육아/힘듦,누가 아기를 천사 같다고 했나 몰라요…,,
